Communes;Codes_Insee;Numero_departement;NB_allocataires;Dont_RSA_jeune;NB_allocataire_RSA;RSA_majore;RSA_non_Majore
PERRIGNY-SUR-LOIRE;71348;71;14;;;;
LA PETITE-VERRIERE;71349;71;7;;;;
PIERRECLOS;71350;71;110;;;;
PIERRE-DE-BRESSE;71351;71;300;;44;;
LE PLANOIS;71352;71;11;;;;
PLOTTES;71353;71;85;;13;;
POISSON;71354;71;73;;;;
PONTOUX;71355;71;36;;;;
POUILLOUX;71356;71;129;;8;;
POURLANS;71357;71;28;;;;
PRESSY-SOUS-DONDIN;71358;71;8;;;;
PRETY;71359;71;55;;;;
PRISSE;71360;71;276;;11;;
PRIZY;71361;71;;;;;
PRUZILLY;71362;71;37;;;;
LE PULEY;71363;71;12;;;;
LA RACINEUSE;71364;71;21;;;;
RANCY;71365;71;86;;12;;
RATENELLE;71366;71;49;;8;;
RATTE;71367;71;34;;;;
RECLESNE;71368;71;32;;;;
REMIGNY;71369;71;29;;;;
RIGNY-SUR-ARROUX;71370;71;84;;6;;
LA ROCHE-VINEUSE;71371;71;192;;;;
ROMANECHE-THORINS;71372;71;266;;9;;
ROMENAY;71373;71;233;;22;;
ROSEY;71374;71;13;;;;
ROUSSILLON-EN-MORVAN;71376;71;26;;6;;
ROYER;71377;71;13;;;;
RULLY;71378;71;174;;9;;
SAGY;71379;71;153;;19;;
SAILLENARD;71380;71;93;;5;;
SAILLY;71381;71;7;;;;
SAINT-AGNAN;71382;71;84;;;;
SAINT-ALBAIN;71383;71;77;;5;;
SAINT-AMBREUIL;71384;71;70;;6;;
SAINT-AMOUR-BELLEVUE;71385;71;56;;;;
SAINT-ANDRE-EN-BRESSE;71386;71;15;;;;
SAINT-ANDRE-LE-DESERT;71387;71;26;;;;
SAINT-AUBIN-EN-CHAROLLAIS;71388;71;63;;6;;
SAINT-AUBIN-SUR-LOIRE;71389;71;33;;;;
SAINT-BERAIN-SOUS-SANVIGNES;71390;71;131;;6;;
SAINT-BERAIN-SUR-DHEUNE;71391;71;85;;8;;
SAINT-BOIL;71392;71;55;;;;
SAINT-BONNET-DE-CRAY;71393;71;64;;;;
SAINT-BONNET-DE-JOUX;71394;71;94;;;;
SAINT-BONNET-DE-VIEILLE-VIGNE;71395;71;27;;;;
SAINT-BONNET-EN-BRESSE;71396;71;54;;5;;
SAINTE-CECILE;71397;71;37;;;;
SAINT-CHRISTOPHE-EN-BRESSE;71398;71;154;;10;;
SAINT-CHRISTOPHE-EN-BRIONNAIS;71399;71;73;;8;;
SAINT-CLEMENT-SUR-GUYE;71400;71;10;;;;
SAINTE-CROIX;71401;71;84;;6;;
SAINT-CYR;71402;71;105;;7;;
SAINT-DENIS-DE-VAUX;71403;71;26;;;;
SAINT-DESERT;71404;71;160;;10;;
SAINT-DIDIER-EN-BRESSE;71405;71;23;;;;
SAINT-DIDIER-EN-BRIONNAIS;71406;71;12;;;;
SAINT-DIDIER-SUR-ARROUX;71407;71;22;;;;
SAINT-EDMOND;71408;71;59;;;;
SAINT-EMILAND;71409;71;48;;;;
SAINT-ETIENNE-EN-BRESSE;71410;71;124;;11;;
SAINT-EUGENE;71411;71;14;;;;
SAINT-EUSEBE;71412;71;152;;;;
SAINT-FIRMIN;71413;71;97;;;;
SAINT-FORGEOT;71414;71;45;;;;
SAINTE-FOY;71415;71;23;;;;
SAINT-GENGOUX-DE-SCISSE;71416;71;69;;;;
SAINT-GENGOUX-LE-NATIONAL;71417;71;193;;20;5;15
SAINT-GERMAIN-DU-BOIS;71419;71;268;;30;5;25
SAINT-GERMAIN-DU-PLAIN;71420;71;315;;13;;
SAINT-GERMAIN-EN-BRIONNAIS;71421;71;19;;;;
SAINT-GERMAIN-LES-BUXY;71422;71;37;;;;
SAINT-GERVAIS-EN-VALLIERE;71423;71;48;;;;
SAINT-GERVAIS-SUR-COUCHES;71424;71;32;;;;
SAINT-GILLES;71425;71;28;;;;
SAINTE-HELENE;71426;71;70;;5;;
SAINT-HURUGE;71427;71;;;;;
SAINT-IGNY-DE-ROCHE;71428;71;114;;9;;
SAINT-JEAN-DE-VAUX;71430;71;52;;;;
SAINT-JEAN-DE-TREZY;71431;71;45;;;;
SAINT-JULIEN-DE-CIVRY;71433;71;51;;;;
SAINT-JULIEN-DE-JONZY;71434;71;45;;;;
SAINT-JULIEN-SUR-DHEUNE;71435;71;32;;;;
SAINT-LAURENT-D'ANDENAY;71436;71;159;;8;;
SAINT-LAURENT-EN-BRIONNAIS;71437;71;31;;;;
SAINT-LEGER-DU-BOIS;71438;71;69;;7;;
SAINT-LEGER-LES-PARAY;71439;71;80;;;;
SAINT-LEGER-SOUS-BEUVRAY;71440;71;47;;9;;
SAINT-LEGER-SOUS-LA-BUSSIERE;71441;71;30;;;;
SAINT-LEGER-SUR-DHEUNE;71442;71;258;;18;;
SAINT-LOUP-GEANGES;71443;71;209;;7;;
SAINT-LOUP-DE-VARENNES;71444;71;146;;10;;
SAINT-MARCEL;71445;71;1053;;118;12;106
SAINT-MARCELIN-DE-CRAY;71446;71;23;;;;
SAINT-MARD-DE-VAUX;71447;71;31;;;;
SAINT-MARTIN-BELLE-ROCHE;71448;71;192;;6;;
SAINT-MARTIN-D'AUXY;71449;71;16;;;;
SAINT-MARTIN-DE-COMMUNE;71450;71;10;;;;
SAINT-MARTIN-DE-LIXY;71451;71;11;;;;
SAINT-MARTIN-DE-SALENCEY;71452;71;14;;;;
SAINT-MARTIN-DU-LAC;71453;71;25;;6;;
SAINT-MARTIN-DU-MONT;71454;71;34;;;;
SAINT-MARTIN-DU-TARTRE;71455;71;12;;;;
SAINT-MARTIN-EN-BRESSE;71456;71;251;;8;;
SAINT-MARTIN-EN-GATINOIS;71457;71;12;;;;
SAINT-MARTIN-LA-PATROUILLE;71458;71;5;;;;
SAINT-MARTIN-SOUS-MONTAIGU;71459;71;39;;;;
SAINT-MAURICE-DE-SATONNAY;71460;71;69;;;;
SAINT-MAURICE-DES-CHAMPS;71461;71;10;;;;
SAINT-MAURICE-EN-RIVIERE;71462;71;75;;;;
SAINT-MAURICE-LES-CHATEAUNEUF;71463;71;81;;5;;
SAINT-MAURICE-LES-COUCHES;71464;71;21;;;;
SAINT-MICAUD;71465;71;30;;;;
SAINT-NIZIER-SUR-ARROUX;71466;71;10;;;;
SAINT-PIERRE-DE-VARENNES;71468;71;101;;;;
SAINT-PIERRE-LE-VIEUX;71469;71;42;;;;
SAINT-POINT;71470;71;37;;;;
SAINT-PRIVE;71471;71;7;;;;
SAINT-PRIX;71472;71;19;;7;;
SAINT-RACHO;71473;71;20;;;;
SAINTE-RADEGONDE;71474;71;10;;;;
SAINT-REMY;71475;71;1103;;87;10;77
SAINT-ROMAIN-SOUS-GOURDON;71477;71;55;;;;
SAINT-ROMAIN-SOUS-VERSIGNY;71478;71;;;;;
SAINT-SERNIN-DU-BOIS;71479;71;237;;11;;
SAINT-SERNIN-DU-PLAIN;71480;71;57;;6;;
SAINT-SYMPHORIEN-D'ANCELLES;71481;71;170;;7;;
SAINT-SYMPHORIEN-DE-MARMAGNE;71482;71;114;;;;
SAINT-SYMPHORIEN-DES-BOIS;71483;71;43;;;;
SAINT-USUGE;71484;71;170;;14;;
SAINT-VALLERIN;71485;71;31;;;;
SAINT-VALLIER;71486;71;1315;;145;11;134
SAINT-VERAND;71487;71;14;;;;
SAINT-VINCENT-DES-PRES;71488;71;8;;;;
SAINT-VINCENT-EN-BRESSE;71489;71;77;;;;
SAINT-VINCENT-BRAGNY;71490;71;118;;;;
SAINT-YAN;71491;71;148;;5;;
SAINT-YTHAIRE;71492;71;7;;;;
SAISY;71493;71;44;;5;;
LA SALLE;71494;71;74;;5;;
SALORNAY-SUR-GUYE;71495;71;119;;5;;
SAMPIGNY-LES-MARANGES;71496;71;13;;;;
SANCE;71497;71;230;;14;;
SANTILLY;71498;71;11;;;;
SANVIGNES-LES-MINES;71499;71;694;;79;18;61
SARRY;71500;71;5;;;;
SASSANGY;71501;71;13;;;;
SASSENAY;71502;71;204;;7;;
SAULES;71503;71;11;;;;
SAUNIERES;71504;71;;;;;
SAVIANGES;71505;71;10;;;;
SAVIGNY-EN-REVERMONT;71506;71;150;;6;;
SAVIGNY-SUR-GROSNE;71507;71;11;;;;
SAVIGNY-SUR-SEILLE;71508;71;46;;5;;
LA CELLE-EN-MORVAN;71509;71;54;;;;
SEMUR-EN-BRIONNAIS;71510;71;68;;;;
SENNECEY-LE-GRAND;71512;71;629;;57;5;52
SENOZAN;71513;71;150;;8;;
SENS-SUR-SEILLE;71514;71;43;;;;
SERCY;71515;71;14;;;;
SERLEY;71516;71;70;;;;
SERMESSE;71517;71;27;;;;
SERRIERES;71518;71;22;;;;
SERRIGNY-EN-BRESSE;71519;71;22;;;;
SEVREY;71520;71;307;;15;6;9
SIGY-LE-CHATEL;71521;71;14;;;;
SIMANDRE;71522;71;246;;17;;
SIMARD;71523;71;198;;18;;
SIVIGNON;71524;71;20;;;;
SOLOGNY;71525;71;63;;;;
SOLUTRE-POUILLY;71526;71;30;;;;
SOMMANT;71527;71;28;;;;
SORNAY;71528;71;260;;26;5;21
SUIN;71529;71;21;;;;
SULLY;71530;71;47;;;;
LA TAGNIERE;71531;71;23;;;;
TAIZE;71532;71;9;;;;
TANCON;71533;71;61;;;;
LE TARTRE;71534;71;13;;;;
TAVERNAY;71535;71;50;;;;
THIL-SUR-ARROUX;71537;71;7;;;;
THUREY;71538;71;50;;;;
TINTRY;71539;71;7;;;;
TORCY;71540;71;486;;62;9;53
TORPES;71541;71;33;;5;;
TOULON-SUR-ARROUX;71542;71;192;;25;;
TOURNUS;71543;71;1249;;186;29;157
TOUTENANT;71544;71;22;;;;
TRAMAYES;71545;71;146;;8;;
TRAMBLY;71546;71;49;;;;
TRIVY;71547;71;33;;;;
TRONCHY;71548;71;41;;5;;
LA TRUCHERE;71549;71;23;;;;
UCHIZY;71550;71;119;;9;;
UCHON;71551;71;6;;;;
UXEAU;71552;71;58;;7;;
VAREILLES;71553;71;29;;;;
VARENNE-L'ARCONCE;71554;71;10;;;;
VARENNES-LE-GRAND;71555;71;279;;20;;
VARENNES-LES-MACON;71556;71;81;;;;
VARENNE-SAINT-GERMAIN;71557;71;97;;6;;
VARENNES-SAINT-SAUVEUR;71558;71;120;;7;;
VARENNES-SOUS-DUN;71559;71;47;;;;
VAUBAN;71561;71;19;;;;
VAUDEBARRIER;71562;71;28;;;;
VAUX-EN-PRE;71563;71;8;;;;
VENDENESSE-LES-CHAROLLES;71564;71;77;;;;
VENDENESSE-SUR-ARROUX;71565;71;60;;;;
VERDUN-SUR-LE-DOUBS;71566;71;223;;26;;
VERGISSON;71567;71;18;;;;
VERISSEY;71568;71;5;;;;
VERJUX;71570;71;71;;7;;
VEROSVRES;71571;71;48;;;;
VERS;71572;71;27;;;;
VERSAUGUES;71573;71;13;;;;
VERZE;71574;71;102;;5;;
LE VILLARS;71576;71;34;;;;
VILLEGAUDIN;71577;71;27;;;;
CLUX-VILLENEUVE;71578;71;34;;;;
VILLENEUVE-EN-MONTAGNE;71579;71;21;;;;
VINCELLES;71580;71;46;;;;
VINDECY;71581;71;34;;;;
LA VINEUSE SUR FREGANDE;71582;71;65;;;;
VINZELLES;71583;71;58;;;;
VIRE;71584;71;137;;5;;
VIREY-LE-GRAND;71585;71;187;;7;;
VIRY;71586;71;22;;;;
VITRY-EN-CHAROLLAIS;71588;71;135;;5;;
VITRY-SUR-LOIRE;71589;71;45;;;;
VOLESVRES;71590;71;61;;;;
FLEURVILLE;71591;71;71;;6;;
AIGNE;72001;72;241;;8;;
AILLIERES-BEAUVOIR;72002;72;20;;;;
ALLONNES;72003;72;2648;;431;73;358
AMNE;72004;72;95;;;;
ANCINNES;72005;72;118;;;;
ARCONNAY;72006;72;239;;12;;
ARDENAY-SUR-MERIZE;72007;72;80;;;;
ARNAGE;72008;72;770;;53;10;43
ARTHEZE;72009;72;63;;;;
ASNIERES-SUR-VEGRE;72010;72;44;;;;
ASSE-LE-BOISNE;72011;72;130;;;;
ASSE-LE-RIBOUL;72012;72;64;;;;
AUBIGNE-RACAN;72013;72;276;;31;;
LES AULNEAUX;72015;72;16;;;;
AUVERS-LE-HAMON;72016;72;192;;9;;
AUVERS-SOUS-MONTFAUCON;72017;72;38;;;;
AVESNES-EN-SAOSNOIS;72018;72;8;;;;
AVESSE;72019;72;46;;;;
AVEZE;72020;72;105;;7;;
AVOISE;72021;72;77;;10;;
LE BAILLEUL;72022;72;190;;6;;
BALLON-SAINT MARS;72023;72;373;;13;;
LA BAZOGE;72024;72;486;;13;;
BAZOUGES CRE SUR LOIR;72025;72;252;;9;;
BEAUFAY;72026;72;211;;;;
BEAUMONT-SUR-DEME;72027;72;32;;;;
BEAUMONT-PIED-DE-B�UF;72028;72;71;;5;;
BEAUMONT-SUR-SARTHE;72029;72;374;;48;6;42
BEILLE;72031;72;97;;7;;
BERFAY;72032;72;43;;;;
BERNAY-EN-CHAMPAGNE;72033;72;64;;6;;
BERUS;72034;72;42;;;;
BESSE-SUR-BRAYE;72035;72;299;;34;;
BETHON;72036;72;46;;;;
BLEVES;72037;72;16;;;;
BOESSE-LE-SEC;72038;72;107;;7;;
BONNETABLE;72039;72;658;;74;7;67
LA BOSSE;72040;72;21;;;;
BOUER;72041;72;47;;;;
BOULOIRE;72042;72;296;;24;;
BOURG-LE-ROI;72043;72;45;;;;
BOUSSE;72044;72;66;;;;
BRAINS-SUR-GEE;72045;72;128;;7;;
LE BREIL-SUR-MERIZE;72046;72;238;;13;;
BRETTE-LES-PINS;72047;72;320;;11;;
BRIOSNE-LES-SABLES;72048;72;75;;;;
LA BRUERE-SUR-LOIR;72049;72;31;;;;
BRULON;72050;72;234;;11;;
CERANS-FOULLETOURTE;72051;72;525;;21;5;16
CHAHAIGNES;72052;72;67;;5;;
CHALLES;72053;72;185;;10;;
CHAMPAGNE;72054;72;565;;34;11;23
CHAMPFLEUR;72056;72;182;;10;;
CHAMPROND;72057;72;;;;;
CHANGE;72058;72;861;;38;8;30
CHANTENAY-VILLEDIEU;72059;72;121;;7;;
LA CHAPELLE-AUX-CHOUX;72060;72;39;;;;
LA CHAPELLE-D'ALIGNE;72061;72;254;;6;;
LA CHAPELLE-DU-BOIS;72062;72;127;;;;
LA CHAPELLE-HUON;72064;72;57;;5;;
LA CHAPELLE-SAINT-AUBIN;72065;72;311;;11;;
LA CHAPELLE-SAINT-FRAY;72066;72;57;;;;
LA CHAPELLE-SAINT-REMY;72067;72;148;;7;;
LA CHARTRE-SUR-LE-LOIR;72068;72;251;;36;;
CHASSILLE;72070;72;33;;;;
MONTVAL-SUR-LOIR;72071;72;1100;;180;20;160
CHATEAU-L'HERMITAGE;72072;72;44;;;;
CHAUFOUR-NOTRE-DAME;72073;72;172;;;;
CHEMIRE-EN-CHARNIE;72074;72;21;;;;
CHEMIRE-LE-GAUDIN;72075;72;166;;;;
CHENAY;72076;72;36;;;;
CHENU;72077;72;44;;;;
CHERANCE;72078;72;50;;6;;
CHERISAY;72079;72;35;;;;
CHERRE;72080;72;232;;8;;
CHERREAU;72081;72;105;;;;
CHEVILLE;72083;72;58;;;;
CLERMONT-CREANS;72084;72;169;;6;;
COGNERS;72085;72;21;;;;
COMMERVEIL;72086;72;8;;;;
CONFLANS-SUR-ANILLE;72087;72;63;;;;
CONGE-SUR-ORNE;72088;72;48;;;;
CONLIE;72089;72;278;;30;;
CONNERRE;72090;72;494;;50;7;43
CONTILLY;72091;72;11;;;;
CORMES;72093;72;111;;;;
COUDRECIEUX;72094;72;95;;8;;
COULAINES;72095;72;1731;;380;91;289
COULANS-SUR-GEE;72096;72;260;;5;;
COULOMBIERS;72097;72;71;;5;;
COULONGE;72098;72;70;;5;;
COURCEB�UFS;72099;72;98;;;;
COURCELLES-LA-FORET;72100;72;50;;;;
COURCEMONT;72101;72;104;;;;
COURCIVAL;72102;72;8;;;;
COURDEMANCHE;72103;72;82;;9;;
COURGAINS;72104;72;93;;6;;
COURGENARD;72105;72;57;;;;
COURTILLERS;72106;72;133;;;;
CRANNES-EN-CHAMPAGNE;72107;72;41;;;;
CRISSE;72109;72;74;;5;;
CROSMIERES;72110;72;159;;;;
CURES;72111;72;52;;;;
DANGEUL;72112;72;63;;;;
DEGRE;72113;72;100;;;;
DEHAULT;72114;72;40;;;;
DISSAY-SOUS-COURCILLON;72115;72;131;;;;
DISSE-SOUS-BALLON;72116;72;15;;;;
DOLLON;72118;72;201;;12;;
DOMFRONT-EN-CHAMPAGNE;72119;72;153;;6;;
DOUCELLES;72120;72;36;;;;
DOUILLET;72121;72;40;;;;
DUNEAU;72122;72;138;;6;;
DUREIL;72123;72;8;;;;
ECOMMOY;72124;72;765;;50;5;45
ECORPAIN;72125;72;34;;;;
EPINEU-LE-CHEVREUIL;72126;72;44;;;;
ETIVAL-LES-LE-MANS;72127;72;219;;;;
EVAILLE;72128;72;40;;5;;
FATINES;72129;72;118;;;;
FAY;72130;72;98;;;;
FERCE-SUR-SARTHE;72131;72;91;;;;
LA FERTE-BERNARD;72132;72;1828;;207;40;167
FILLE;72133;72;198;;;;
FLEE;72134;72;64;;6;;
LA FONTAINE-SAINT-MARTIN;72135;72;98;;;;
FONTENAY-SUR-VEGRE;72136;72;43;;;;
VILLENEUVE-EN-PERSEIGNE;72137;72;280;;12;;
FRESNAY-SUR-SARTHE;72138;72;369;;65;10;55
FYE;72139;72;154;;10;;
GESNES-LE-GANDELIN;72141;72;137;;5;;
GRANDCHAMP;72142;72;18;;;;
LE GRAND-LUCE;72143;72;289;;22;5;17
GREEZ-SUR-ROC;72144;72;33;;7;;
LE GREZ;72145;72;40;;5;;
GUECELARD;72146;72;412;;14;;
LA GUIERCHE;72147;72;134;;;;
JAUZE;72148;72;11;;;;
JOUE-EN-CHARNIE;72149;72;82;;;;
JOUE-L'ABBE;72150;72;201;;6;;
JUIGNE-SUR-SARTHE;72151;72;150;;11;;
JUILLE;72152;72;52;;6;;
JUPILLES;72153;72;83;;6;;
LA FLECHE;72154;72;2820;;287;31;256
LAIGNE-EN-BELIN;72155;72;345;;11;;
LAMNAY;72156;72;134;;7;;
LAVARDIN;72157;72;98;;;;
LAVARE;72158;72;120;;11;;
LAVERNAT;72160;72;85;;5;;
LHOMME;72161;72;102;;;;
LIGRON;72163;72;76;;;;
LIVET-EN-SAOSNOIS;72164;72;8;;;;
LOMBRON;72165;72;263;;17;;
LONGNES;72166;72;42;;;;
LOUAILLES;72167;72;108;;;;
LOUE;72168;72;353;;39;7;32
LOUPLANDE;72169;72;205;;;;
LOUVIGNY;72170;72;18;;;;
LOUZES;72171;72;;;;;
LE LUART;72172;72;236;;;;
LUCEAU;72173;72;166;;;;
LUCE-SOUS-BALLON;72174;72;16;;;;
LUCHE-PRINGE;72175;72;206;;13;;
LE LUDE;72176;72;524;;76;14;62
MAIGNE;72177;72;39;;;;
MAISONCELLES;72178;72;27;;;;
MALICORNE-SUR-SARTHE;72179;72;294;;20;;
MAMERS;72180;72;1128;;197;31;166
LE MANS;72181;72;35572;;5871;937;4934
MANSIGNE;72182;72;214;;16;;
MARCON;72183;72;155;;11;;
MAREIL-EN-CHAMPAGNE;72184;72;50;;;;
MAREIL-SUR-LOIR;72185;72;98;;7;;
MARESCHE;72186;72;147;;5;;
MARIGNE-LAILLE;72187;72;266;;22;;
MAROLLETTE;72188;72;12;;;;
MAROLLES-LES-BRAULTS;72189;72;379;;44;;
MAROLLES-LES-SAINT-CALAIS;72190;72;28;;;;
MAYET;72191;72;471;;40;5;35
LES MEES;72192;72;7;;;;
MELLERAY;72193;72;50;;;;
MEURCE;72194;72;44;;5;;
MEZERAY;72195;72;272;;21;;
MEZIERES-SUR-PONTHOUIN;72196;72;111;;;;
MEZIERES-SOUS-LAVARDIN;72197;72;108;;;;
LA MILESSE;72198;72;362;;6;;
MOITRON-SUR-SARTHE;72199;72;31;;;;
MONCE-EN-BELIN;72200;72;570;;25;7;18
MONCE-EN-SAOSNOIS;72201;72;43;;;;
MONHOUDOU;72202;72;28;;;;
MONTAILLE;72204;72;63;;;;
MONTBIZOT;72205;72;284;;6;;
MONTMIRAIL;72208;72;44;;;;
MONTREUIL-LE-CHETIF;72209;72;52;;8;;
MONTREUIL-LE-HENRI;72210;72;32;;;;
MONT-SAINT-JEAN;72211;72;65;;9;;
MOULINS-LE-CARBONNEL;72212;72;99;;11;;
MULSANNE;72213;72;826;;49;9;40
NAUVAY;72214;72;;;;;
NEUFCHATEL-EN-SAOSNOIS;72215;72;151;;11;;
NEUVILLALAIS;72216;72;85;;;;
NEUVILLE-SUR-SARTHE;72217;72;307;;10;;
NEUVILLETTE-EN-CHARNIE;72218;72;38;;;;
NEUVY-EN-CHAMPAGNE;72219;72;40;;;;
NOGENT-LE-BERNARD;72220;72;130;;8;;
NOGENT-SUR-LOIR;72221;72;45;;6;;
NOUANS;72222;72;36;;;;
NOYEN-SUR-SARTHE;72223;72;409;;28;;
NUILLE-LE-JALAIS;72224;72;87;;;;
OISSEAU-LE-PETIT;72225;72;95;;7;;
OIZE;72226;72;213;;6;;
PANON;72227;72;;;;;
PARCE-SUR-SARTHE;72228;72;280;;16;;
PARENNES;72229;72;66;;6;;
PARIGNE-LE-POLIN;72230;72;165;;6;;
PARIGNE-L'EVEQUE;72231;72;708;;22;;
NOTRE-DAME-DU-PE;72232;72;109;;;;
PERAY;72233;72;10;;;;
PEZE-LE-ROBERT;72234;72;48;;5;;
PIACE;72235;72;59;;;;
PINCE;72236;72;19;;;;
PIRMIL;72237;72;78;;;;
PIZIEUX;72238;72;9;;;;
POILLE-SUR-VEGRE;72239;72;77;;;;
MONTFORT-LE-GESNOIS;72241;72;444;;24;;
PONTVALLAIN;72243;72;265;;8;;
PRECIGNE;72244;72;505;;10;;
PREVAL;72245;72;93;;8;;
PREVELLES;72246;72;31;;;;
PRUILLE-LE-CHETIF;72247;72;191;;;;
PRUILLE-L'EGUILLE;72248;72;128;;;;
LA QUINTE;72249;72;110;;;;
RAHAY;72250;72;21;;;;
RENE;72251;72;48;;5;;
REQUEIL;72252;72;168;;6;;
ROEZE-SUR-SARTHE;72253;72;397;;13;;
ROUESSE-FONTAINE;72254;72;36;;;;
ROUESSE-VASSE;72255;72;116;;10;;
ROUEZ;72256;72;91;;;;
ROUILLON;72257;72;284;;6;;
ROUPERROUX-LE-COQUET;72259;72;30;;;;
RUAUDIN;72260;72;416;;7;;
RUILLE-EN-CHAMPAGNE;72261;72;41;;;;
LOIR EN VALLEE;72262;72;237;;28;;
SABLE-SUR-SARTHE;72264;72;2583;;332;55;277
SAINT-AIGNAN;72265;72;39;;10;;
SAINT-AUBIN-DE-LOCQUENAY;72266;72;81;;;;
SAINT-AUBIN-DES-COUDRAIS;72267;72;131;;7;;
SAINT-BIEZ-EN-BELIN;72268;72;106;;;;
SAINT-CALAIS;72269;72;664;;62;7;55
SAINT-CALEZ-EN-SAOSNOIS;72270;72;21;;;;
SAINT-CELERIN;72271;72;153;;7;;
SAINTE-CEROTTE;72272;72;32;;;;
SAINT-CHRISTOPHE-DU-JAMBET;72273;72;36;;;;
SAINT-CHRISTOPHE-EN-CHAMPAGNE;72274;72;24;;;;
SAINT-CORNEILLE;72275;72;234;;;;
SAINT-COSME-EN-VAIRAIS;72276;72;270;;17;;
SAINT-DENIS-DES-COUDRAIS;72277;72;;;;;
SAINT-DENIS-D'ORQUES;72278;72;101;;8;;
SAINT-GEORGES-DE-LA-COUEE;72279;72;12;;;;
SAINT-GEORGES-DU-BOIS;72280;72;287;;;;
SAINT-GEORGES-DU-ROSAY;72281;72;58;;6;;
SAINT-GEORGES-LE-GAULTIER;72282;72;74;;8;;
SAINT-GERMAIN-D'ARCE;72283;72;37;;;;
SAINT-GERMAIN-SUR-SARTHE;72284;72;69;;;;
SAINT-GERVAIS-DE-VIC;72286;72;45;;;;
SAINT-GERVAIS-EN-BELIN;72287;72;274;;15;;
SAINTE-JAMME-SUR-SARTHE;72289;72;325;;20;;
SAINT-JEAN-D'ASSE;72290;72;302;;13;;
SAINT-JEAN-DE-LA-MOTTE;72291;72;148;;13;;
SAINT-JEAN-DES-ECHELLES;72292;72;20;;;;
SAINT-JEAN-DU-BOIS;72293;72;104;;;;
SAINT-LEONARD-DES-BOIS;72294;72;54;;7;;
SAINT-LONGIS;72295;72;56;;;;
SAINT-MAIXENT;72296;72;89;;;;
SAINT-MARCEAU;72297;72;83;;;;
SAINT-MARS-DE-LOCQUENAY;72298;72;75;;;;
SAINT-MARS-D'OUTILLE;72299;72;405;;11;;
SAINT-MARS-LA-BRIERE;72300;72;415;;11;;
SAINT-MARTIN-DES-MONTS;72302;72;25;;;;
SAINT-MICHEL-DE-CHAVAIGNES;72303;72;104;;7;;
SAINTE-OSMANE;72304;72;18;;;;
SAINT-OUEN-DE-MIMBRE;72305;72;144;;6;;
SAINT-OUEN-EN-BELIN;72306;72;207;;;;
SAINT-OUEN-EN-CHAMPAGNE;72307;72;41;;;;
SAINT-PATERNE - LE CHEVAIN;72308;72;260;;12;;
SAINT-PAUL-LE-GAULTIER;72309;72;30;;;;
SAINT-PAVACE;72310;72;220;;;;
SAINT-PIERRE-DE-CHEVILLE;72311;72;41;;;;
SAINT-PIERRE-DES-BOIS;72312;72;30;;;;
SAINT-PIERRE-DES-ORMES;72313;72;27;;;;
SAINT-PIERRE-DU-LOROUER;72314;72;74;;;;
SAINT-REMY-DE-SILLE;72315;72;135;;22;5;17
SAINT-REMY-DES-MONTS;72316;72;85;;6;;
SAINT-REMY-DU-VAL;72317;72;62;;;;
SAINTE-SABINE-SUR-LONGEVE;72319;72;121;;5;;
SAINT-SATURNIN;72320;72;319;;13;;
SAINT-SYMPHORIEN;72321;72;71;;;;
SAINT-ULPHACE;72322;72;27;;;;
SAINT-VICTEUR;72323;72;74;;;;
SAINT-VINCENT-DES-PRES;72324;72;85;;;;
SAINT-VINCENT-DU-LOROUER;72325;72;126;;8;;
SAOSNES;72326;72;20;;;;
SARCE;72327;72;34;;;;
SARGE-LES-LE-MANS;72328;72;427;;30;5;25
SAVIGNE-L'EVEQUE;72329;72;509;;21;;
SAVIGNE-SOUS-LE-LUDE;72330;72;44;;;;
SCEAUX-SUR-HUISNE;72331;72;100;;6;;
SEGRIE;72332;72;73;;6;;
SEMUR-EN-VALLON;72333;72;65;;5;;
SILLE-LE-GUILLAUME;72334;72;427;;63;8;55
SILLE-LE-PHILIPPE;72335;72;145;;;;
SOLESMES;72336;72;110;;6;;
SOUGE-LE-GANELON;72337;72;123;;8;;
SOUILLE;72338;72;113;;;;
SOULIGNE-FLACE;72339;72;98;;;;
SOULIGNE-SOUS-BALLON;72340;72;173;;5;;
SOULITRE;72341;72;80;;;;
SOUVIGNE-SUR-MEME;72342;72;20;;;;
SOUVIGNE-SUR-SARTHE;72343;72;65;;;;
SPAY;72344;72;365;;14;;
SURFONDS;72345;72;54;;;;
LA SUZE-SUR-SARTHE;72346;72;781;;51;6;45
TASSE;72347;72;43;;;;
TASSILLE;72348;72;18;;;;
TEILLE;72349;72;69;;;;
TELOCHE;72350;72;427;;19;;
TENNIE;72351;72;164;;15;;
TERREHAULT;72352;72;20;;;;
THELIGNY;72353;72;24;;;;
THOIGNE;72354;72;18;;;;
THOIRE-SOUS-CONTENSOR;72355;72;13;;;;
THOIRE-SUR-DINAN;72356;72;71;;;;
THOREE-LES-PINS;72357;72;101;;5;;
THORIGNE-SUR-DUE;72358;72;250;;26;5;21
TORCE-EN-VALLEE;72359;72;227;;7;;
TRANGE;72360;72;203;;;;
TRESSON;72361;72;58;;9;;
LE TRONCHET;72362;72;19;;;;
TUFFE VAL DE LA CHERONNE;72363;72;255;;18;;
VAAS;72364;72;190;;22;;
VALENNES;72366;72;24;;;;
